ICD9_CODE,SHORT_TITLE,LONG_TITLE,COUNT,USE,VARIABLE
8965,Arterial bld gas measure,Measurement of systemic arterial blood gases,2,1,8965
2559,Repair of tongue NEC,Other repair and plastic operations on tongue,2,1,2559
4947,Hemorrhoid evacuation,Evacuation of thrombosed hemorrhoids,2,1,4947
1609,Orbitotomy NEC,Other orbitotomy,2,1,1609
7845,Oth femur repair/plastic,"Other repair or plastic operations on bone, femur",2,1,7845
9399,Other resp procedures,Other respiratory procedures,2,1,9399
7111,Vulvar biopsy,Biopsy of vulva,2,1,7111
2161,Diather/cryo turbinectom,Turbinectomy by diathermy or cryosurgery,2,1,2161
2041,Simple mastoidectomy,Simple mastoidectomy,2,1,2041
8414,Amputat through malleoli,Amputation of ankle through malleoli of tibia and fibula,2,1,8414
5113,Open biliary tract bx,Open biopsy of gallbladder or bile ducts,2,1,5113
7711,Other chest cage incis,"Other incision of bone without division, scapula, clavicle, and thorax [ribs and sternum]",2,1,7711
8937,Vital capacity determin,Vital capacity determination,2,1,8937
7733,Radius/ulna division NEC,"Other division of bone, radius and ulna",2,1,7733
4284,Esoph fistula repair NEC,"Repair of esophageal fistula, not elsewhere classified",2,1,4284
4971,Suture anal laceration,Suture of laceration of anus,2,1,4971
4069,Thoracic duct op NEC,Other operations on thoracic duct,2,1,4069
7925,Open reduction-femur fx,"Open reduction of fracture without internal fixation, femur",2,1,7925
6996,Remove cervical cerclage,Removal of cerclage material from cervix,2,1,6996
8402,Thumb amputation,Amputation and disarticulation of thumb,2,1,8402
7072,Repair colovagin fistula,Repair of colovaginal fistula,2,1,7072
711,Closed adrenal gland bx,Closed [percutaneous] [needle] biopsy of adrenal gland,2,1,711
7532,Fetal ekg,Fetal EKG (scalp),2,1,7532
8387,Other plastic ops muscle,Other plastic operations on muscle,2,1,8387
7677,Open reduct alveolar fx,Open reduction of alveolar fracture,2,1,7677
8301,Tendon sheath explorat,Exploration of tendon sheath,2,1,8301
7946,Cls red-tibia/fib epiphy,"Closed reduction of separated epiphysis, tibia and fibula",2,1,7946
8221,Exc les tend sheath hand,Excision of lesion of tendon sheath of hand,2,1,8221
3795,Implt cardiodefib leads,Implantation of automatic cardioverter/defibrillator lead(s) only,2,1,3795
5253,Rad subtot pancreatectom,Radical subtotal pancreatectomy,2,1,5253
2630,Sialoadenectomy NOS,"Sialoadenectomy, not otherwise specified",2,1,2630
8175,Arthroplasty carpal w/o,Arthroplasty of carpocarpal or carpometacarpal joint without implant,2,1,8175
3230,Thorac seg lung resect,Thoracoscopic segmental resection of lung,2,1,3230
4835,Local excis rectal les,Local excision of rectal lesion or tissue,2,1,4835
8423,Forearm/wrist/hand reatt,"Forearm, wrist, or hand reattachment",2,1,8423
7784,Part ostect-metacar/car,"Other partial ostectomy, carpals and metacarpals",2,1,7784
4251,Thorac esophagoesophagos,Intrathoracic esophagoesophagostomy,2,1,4251
9215,Pulmonary scan,Pulmonary scan,2,1,9215
4411,Transabdomin gastroscopy,Transabdominal gastroscopy,2,1,4411
7742,Humerus biopsy,"Biopsy of bone, humerus",2,1,7742
8257,Transposit hand tend NEC,Other hand tendon transposition,2,1,8257
8404,Disarticulation of wrist,Disarticulation of wrist,2,1,8404
9619,Rectal packing,Rectal packing,2,1,9619
4132,Closed spleen biopsy,Closed [aspiration] [percutaneous] biopsy of spleen,2,1,4132
7922,Open reduc-radius/uln fx,"Open reduction of fracture without internal fixation, radius and ulna",2,1,7922
3992,Vein inject-scleros agnt,Injection of sclerosing agent into vein,2,1,3992
4849,Pull-thru rect resec NEC,Other pull-through resection of rectum,2,1,4849
8690,Ext fat for grft/banking,Extraction of fat for graft or banking,1,1,8690
1649,Eyeball enucleation NEC,Other enucleation of eyeball,1,1,1649
3195,Tracheoesoph fistulizat,Tracheoesophageal fistulization,1,1,3195
4528,Lg bowel dx proced NEC,Other diagnostic procedures on large intestine,1,1,4528
9658,Wound catheter irrigat,Irrigation of wound catheter,1,1,9658
5911,Oth lys perives adhesio,Other lysis of perivesical adhesions,1,1,5911
9351,Plaster jacket applicat,Application of plaster jacket,1,1,9351
2186,Limited rhinoplasty,Limited rhinoplasty,1,1,2186
7808,Bone graft-metatar/tar,"Bone graft, tarsals and metatarsals",1,1,7808
3149,Oth trachea dx procedure,Other diagnostic procedures on trachea,1,1,3149
4640,Intest stoma revis NOS,"Revision of intestinal stoma, not otherwise specified",1,1,4640
8875,Dx ultrasound-urinary,Diagnostic ultrasound of urinary system,1,1,8875
60,Ins d-e stnt sup fem art,Insertion of drug-eluting stent(s) of superficial femoral artery,1,1,60
9805,Remov intralum rect FB,Removal of intraluminal foreign body from rectum and anus without incision,1,1,9805
3989,Oth cartd body/sinus op,"Other operations on carotid body, carotid sinus and other vascular bodies",1,1,3989
76,"Hip surface, cermc/cermc","Hip bearing surface, ceramic-on-ceramic",1,1,76
7645,Tot face bone ostect NEC,Other total ostectomy of other facial bone,1,1,7645
3341,Bronchial lacerat suture,Suture of laceration of bronchus,1,1,3341
9924,Inject hormone NEC,Injection of other hormone,1,1,9924
8144,Patellar stabilization,Patellar stabilization,1,1,8144
8819,Abdominal x-ray NEC,Other x-ray of abdomen,1,1,8819
2699,Salivary operation NEC,Other operations on salivary gland or duct,1,1,2699
7866,Remov imp device-patella,"Removal of implanted devices from bone, patella",1,1,7866
764,Tot exc pituit-transfron,"Total excision of pituitary gland, transfrontal approach",1,1,764
8054,Rep anuls fibros NEC/NOS,Other and unspecified repair of the anulus fibrosus,1,1,8054
8695,Ins/re pls gn no rechrg,"Insertion or replacement of multiple array neurostimulator pulse generator, not specified as rechargeable",1,1,8695
9754,Remov cholecystost tube,Removal of cholecystostomy tube,1,1,9754
3763,Repair heart assist sys,Repair of heart assist system,1,1,3763
3541,Enlarge existing sep def,Enlargement of existing atrial septal defect,1,1,3541
8114,Midtarsal fusion,Midtarsal fusion,1,1,8114
1479,Vitreous operation NEC,Other operations on vitreous,1,1,1479
6929,Uterus/adnexa repair NEC,Other repair of uterus and supporting structures,1,1,6929
9163,C & s-integument,"Microscopic examination of specimen from skin and other integument, culture and sensitivity",1,1,9163
8619,Skin & subq dx proc NEC,Other diagnostic procedures on skin and subcutaneous tissue,1,1,8619
697,Insertion of iud,Insertion of intrauterine contraceptive device,1,1,697
7758,"Oth exc, fus, repair toe","Other excision, fusion and repair of toes",1,1,7758
7759,Bunionectomy NEC,Other bunionectomy,1,1,7759
3371,"Endo ins/re bron val,one","Endoscopic insertion or replacement of bronchial valve(s), single lobe",1,1,3371
2061,Inner ear fenestration,Fenestration of inner ear (initial),1,1,2061
1829,Destruct ext ear les NEC,Excision or destruction of other lesion of external ear,1,1,1829
6091,Percut prostatic aspirat,Percutaneous aspiration of prostate,1,1,6091
8289,Hand plastic op NEC,Other plastic operations on hand,1,1,8289
7983,Open reduc-wrist disloc,Open reduction of dislocation of wrist,1,1,7983
6551,Oth remove both ovaries,Other removal of both ovaries at same operative episode,1,1,6551
8199,Joint structure op NEC,Other operations on joint structures,1,1,8199
8696,Insert/repl oth neurost,Insertion or replacement of other neurostimulator pulse generator,1,1,8696
7664,Mand orthognathic op NEC,Other orthognathic surgery on mandible,1,1,7664
3792,Injection into heart,Injection of therapeutic substance into heart,1,1,3792
9525,Electromyogram of eye,Electromyogram of eye [EMG],1,1,9525
8545,Unilat radical mastectom,Unilateral radical mastectomy,1,1,8545
3145,Opn bx larynx or trachea,Open biopsy of larynx or trachea,1,1,3145
9635,Gastric gavage,Gastric gavage,1,1,9635
6949,Uterine repair NEC,Other repair of uterus,1,1,6949
2189,Nasal repair NEC,Other repair and plastic operations on nose,1,1,2189
8331,Excis les tendon sheath,Excision of lesion of tendon sheath,1,1,8331
5512,Pyelostomy,Pyelostomy,1,1,5512
1441,Scleral buckle w implant,Scleral buckling with implant,1,1,1441
6261,Suture testicular lacer,Suture of laceration of testis,1,1,6261
5221,Endosc destr pancrea les,Endoscopic excision or destruction of lesion or tissue of pancreatic duct,1,1,5221
7942,Cls red-radius/ul epiphy,"Closed reduction of separated epiphysis, radius and ulna",1,1,7942
199,Middle ear repair NEC,Other repair of middle ear,1,1,199
680,Hysterotomy,Hysterotomy,1,1,680
21,IVUS extracran cereb ves,Intravascular imaging of extracranial cerebral vessels,1,1,21
3857,Abd varicos v liga-strip,"Ligation and stripping of varicose veins, abdominal veins",1,1,3857
1770,IV infusion clofarabine,Intravenous infusion of clofarabine,1,1,1770
8079,Synovectomy-site NEC,"Synovectomy, other specified sites",1,1,8079
6831,Lap scervic hysterectomy,Laparoscopic supracervical hysterectomy [LSH],1,1,6831
8835,Up limb sft tis xray NEC,Other soft tissue x-ray of upper limb,1,1,8835
8723,Thoracic spine x-ray NEC,Other x-ray of thoracic spine,1,1,8723
944,Nasolac duct intubat,Intubation of nasolacrimal duct,1,1,944
5995,Ultrason fragment-stone,Ultrasonic fragmentation of urinary stones,1,1,5995
6739,Cervical les destruc NEC,Other excision or destruction of lesion or tissue of cervix,1,1,6739
8180,Oth totl shouldr replace,Other total shoulder replacement,1,1,8180
5691,Ureteral meatus dilation,Dilation of ureteral meatus,1,1,5691
2755,Full-thick grft to mouth,Full-thickness skin graft to lip and mouth,1,1,2755
9232,Multisource radiosurgery,Multi-source photon radiosurgery,1,1,9232
6761,Suture cervical lacerat,Suture of laceration of cervix,1,1,6761
296,Insert sphenoid electrod,Insertion of sphenoidal electrodes,1,1,296
8532,Bilat reduct mammoplasty,Bilateral reduction mammoplasty,1,1,8532
6099,Prostatic operation NEC,Other operations on prostate,1,1,6099
120,Imp/repl brain pulse gen,Cranial implantation or replacement of neurostimulator pulse generator,1,1,120
2691,Salivary duct probing,Probing of salivary duct,1,1,2691
6601,Salpingotomy,Salpingotomy,1,1,6601
299,Skull & brain op NEC,"Other operations on skull, brain, and cerebral meninges",1,1,299
2611,Clos bx saliv gland/duct,Closed [needle] biopsy of salivary gland or duct,1,1,2611
9826,Removal FB from hand,Removal of foreign body from hand without incision,1,1,9826
7697,Remove int fix face bone,Removal of internal fixation device from facial bone,1,1,7697
2769,Oth plastic repair palat,Other plastic repair of palate,1,1,2769
2130,Nasal lesion excis NOS,"Excision or destruction of lesion of nose, not otherwise specified",1,1,2130
215,Submuc nasal sept resect,Submucous resection of nasal septum,1,1,215
5342,Lap umbil hernia-graft,Laparoscopic repair of umbilical hernia with graft or prosthesis,1,1,5342
7051,Cystocele repair,Repair of cystocele,1,1,7051
771,Pituitary fossa explorat,Exploration of pituitary fossa,1,1,771
7823,Limb shorten-radius/ulna,"Limb shortening procedures, radius and ulna",1,1,7823
1821,Preauricular sinus excis,Excision of preauricular sinus,1,1,1821
8125,Carporadial fusion,Carporadial fusion,1,1,8125
9715,Replace wound catheter,Replacement of wound catheter,1,1,9715
6021,Transureth prostatectomy,Transurethral (ultrasound) guided laser induced prostatectomy (TULIP),1,1,6021
115,Skull biopsy,Biopsy of skull,1,1,115
4139,Spleen diagnost proc NEC,Other diagnostic procedures on spleen,1,1,4139
2059,Middle ear excision NEC,Other excision of middle ear,1,1,2059
1264,Trabeculectom ab externo,Trabeculectomy ab externo,1,1,1264
1371,Insert lens at catar ext,"Insertion of intraocular lens prosthesis at time of cataract extraction, one-stage",1,1,1371
1341,Catarac phacoemuls/aspir,Phacoemulsification and aspiration of cataract,1,1,1341
7854,Int fixation-metacar/car,"Internal fixation of bone without fracture reduction, carpals and metacarpals",1,1,7854
5900,Retroperit dissect NOS,"Retroperitoneal dissection, not otherwise specified",1,1,5900
7551,Repair ob lacerat cervix,Repair of current obstetric laceration of cervix,1,1,7551
8548,Bil exten rad mastectomy,Bilateral extended radical mastectomy,1,1,8548
8826,Skel xray-pelvis/hip NEC,Other skeletal x-ray of pelvis and hip,1,1,8826
9775,Remov vag/vulv packing,Removal of vaginal or vulvar packing,1,1,9775
2772,Excision of uvula,Excision of uvula,1,1,2772
622,Testicular les destruct,Excision or destruction of testicular lesion,1,1,622
5186,Endosc inser nasobil tub,Endoscopic insertion of nasobiliary drainage tube,1,1,5186
2761,Suture of palate lacerat,Suture of laceration of palate,1,1,2761
6531,Lap unilat oophorectomy,Laparoscopic unilateral oophorectomy,1,1,6531
603,Suprapubic prostatectomy,Suprapubic prostatectomy,1,1,603
8279,Plast op hand w grft NEC,Plastic operation on hand with other graft or implant,1,1,8279
8233,Hand tenonectomy NEC,Other tenonectomy of hand,1,1,8233
8934,Digital rectal exam,Digital examination of rectum,1,1,8934
4143,Partial splenectomy,Partial splenectomy,1,1,4143
1281,Suture scleral lacer,Suture of laceration of sclera,1,1,1281
9391,Ippb,Intermittent positive pressure breathing [IPPB],1,1,9391
7599,Obstetric operation NEC,Other obstetric operations,1,1,7599
8948,Pacemaker volt threshold,Artificial pacemaker voltage or amperage threshold check,1,1,8948
4664,Large bowel fixation NEC,Other fixation of large intestine,1,1,4664
2132,Nasal les destruct NEC,Local excision or destruction of other lesion of nose,1,1,2132
6825,Uterine art emb w/o coil,Uterine artery embolization [UAE] without coils,1,1,6825
106,Repair conjunct lacerat,Repair of laceration of conjunctiva,1,1,106
9711,Replace upper limb cast,Replacement of cast on upper limb,1,1,9711
231,Ventricl shunt-head/neck,Ventricular shunt to structure in head and neck,1,1,231
9653,Irrigation of nasal pass,Irrigation of nasal passages,1,1,9653
83,Rev knee replace-patella,"Revision of knee replacement, patellar component",1,1,83
7609,Facial bone incision NEC,Other incision of facial bone,1,1,7609
750,Intra-amnion inj for ab,Intra-amniotic injection for abortion,1,1,750
6562,Oth remove rem ova/tube,Other removal of remaining ovary and tube,1,1,6562
9335,Other heat therapy,Other heat therapy,1,1,9335
8671,Cut & prep pedicle graft,Cutting and preparation of pedicle grafts or flaps,1,1,8671
351,Spine meningocele repair,Repair of spinal meningocele,1,1,351
8408,Shoulder disarticulation,Disarticulation of shoulder,1,1,8408
8286,Other tenoplasty of hand,Other tenoplasty of hand,1,1,8286
3835,Thor vessel resect/anast,"Resection of vessel with anastomosis, other thoracic vessels",1,1,3835
1663,Revis enuc socket w grft,Revision of enucleation socket with graft,1,1,1663
2183,Tot nasal reconstruction,Total nasal reconstruction,1,1,2183
9822,Removal head/neck FB,Removal of other foreign body without incision from head and neck,1,1,9822
9714,Replac m/s immob dev NEC,Replacement of other device for musculoskeletal immobilization,1,1,9714
758,Ob tamponade uterus/vag,Obstetric tamponade of uterus or vagina,1,1,758
371,Subarach-periton shunt,Spinal subarachnoid-peritoneal shunt,1,1,371
8116,Metatarsophalangeal fus,Metatarsophalangeal fusion,1,1,8116
7663,Osteoplasty mandible bdy,Osteoplasty [osteotomy] of body of mandible,1,1,7663
1771,Non-coronary IFVA,Non-coronary intra-operative fluorescence vascular angiography [IFVA],1,1,1771
8243,Delay sut hand tend NEC,Delayed suture of other tendon of hand,1,1,8243
8362,Delayed tendon suture,Delayed suture of tendon,1,1,8362
247,Orthodon applianc applic,Application of orthodontic appliance,1,1,247
7802,Bone graft to humerus,"Bone graft, humerus",1,1,7802
6441,Suture penile laceration,Suture of laceration of penis,1,1,6441
474,Periph nerv anastom NEC,Other anastomosis of cranial or peripheral nerve,1,1,474
8251,Hand tendon advancement,Advancement of tendon of hand,1,1,8251
8185,Elbow arthroplasty NEC,Other repair of elbow,1,1,8185
7712,Other humerus incision,"Other incision of bone without division, humerus",1,1,7712
7775,Excise femur for graft,"Excision of bone for graft, femur",1,1,7775
9321,Manual & mechan traction,Manual and mechanical traction,1,1,9321
7837,Limb lengthen-tib/fibula,"Limb lengthening procedures, tibia and fibula",1,1,7837
8117,Other fusion of foot,Other fusion of foot,1,1,8117
8386,Quadricepsplasty,Quadricepsplasty,1,1,8386
6851,Lap ast vag hysterectomy,Laparoscopically assisted vaginal hysterectomy (LAVH),1,1,6851
4198,Bone marrow ops NEC,Other operations on bone marrow,1,1,4198
5672,Revis ureteroenterostomy,Revision of ureterointestinal anastomosis,1,1,5672
4101,Auto bone mt w/o purg,Autologous bone marrow transplant without purging,1,1,4101
8448,Implant leg prosthesis,Implantation of prosthetic device of leg,1,1,8448
8096,Excision of knee NEC,"Other excision of joint, knee",1,1,8096
4349,Local gastr destruct NEC,Other destruction of lesion or tissue of stomach,1,1,4349
8122,Arthrodesis of knee,Arthrodesis of knee,1,1,8122
1681,Repair of orbital wound,Repair of wound of orbit,1,1,1681
9974,Therapeu plateltpheresis,Therapeutic plateletpheresis,1,1,9974
8140,"Repair of hip, NEC","Repair of hip, not elsewhere classified",1,1,8140
7979,Cl reduc dislocation NEC,Closed reduction of dislocation of other specified sites,1,1,7979
4979,Anal sphinct repair NEC,Other repair of anal sphincter,1,1,4979
9639,Other transanal enema,Other transanal enema,1,1,9639
2959,Pharyngeal repair NEC,Other repair of pharynx,1,1,2959
9463,Alcohol rehab/detox,Alcohol rehabilitation and detoxification,1,1,9463
3815,Thoracic endarterectomy,"Endarterectomy, other thoracic vessels",1,1,3815
7735,Femoral division NEC,"Other division of bone, femur",1,1,7735
9733,Remove dental wiring,Removal of dental wiring,1,1,9733
7023,Cul-de-sac biopsy,Biopsy of cul-de-sac,1,1,7023
8115,Tarsometatarsal fusion,Tarsometatarsal fusion,1,1,8115
9984,Isolation,Isolation,1,1,9984
9753,Remov large bowel tube,Removal of tube from large intestine or appendix,1,1,9753
8047,Ankle structure division,"Division of joint capsule, ligament, or cartilage, ankle",1,1,8047
8149,Other repair of ankle,Other repair of ankle,1,1,8149
6552,Oth remove remain ovary,Other removal of remaining ovary,1,1,6552
9622,Dilation of rectum,Dilation of rectum,1,1,9622
3977,Temp endovsc occls vessl,Temporary (partial) therapeutic endovascular occlusion of vessel,1,1,3977
5093,Local perfusion liver,Localized perfusion of liver,1,1,5093
7864,Remov imp dev-metac/carp,"Removal of implanted devices from bone, carpals and metacarpals",1,1,7864
2373,Apicoectomy,Apicoectomy,1,1,2373
4496,Lap rev gast restri proc,Laparoscopic revision of gastric restrictive procedure,1,1,4496
4053,Rad dissect iliac nodes,Radical excision of iliac lymph nodes,1,1,4053
4902,Perianal incision NEC,Other incision of perianal tissue,1,1,4902
3148,Oth larynx dx procedure,Other diagnostic procedures on larynx,1,1,3148
604,Retropubic prostatectomy,Retropubic prostatectomy,1,1,604
7062,Vaginal reconstruction,Vaginal reconstruction,1,1,7062
8765,Intestinal x-ray NEC,Other x-ray of intestine,1,1,8765
2931,Cricopharyngeal myotomy,Cricopharyngeal myotomy,1,1,2931
3209,Other destruc bronc les,Other local excision or destruction of lesion or tissue of bronchus,1,1,3209
8574,"DIEP flap, free","Deep inferior epigastric artery perforator (DIEP) flap, free",1,1,8574
7075,Repair vag fistula NEC,Repair of other fistula of vagina,1,1,7075
9704,Replace large bowel tube,Replacement of tube or enterostomy device of large intestine,1,1,9704
8766,Contrast pancreatogram,Contrast pancreatogram,1,1,8766
3172,Closure of tracheostomy,Closure of external fistula of trachea,1,1,3172
1651,Radical orbitomaxillect,Exenteration of orbit with removal of adjacent structures,1,1,1651
121,Cranial sinus i & d,Incision and drainage of cranial sinus,1,1,121
7702,Humerus sequestrectomy,"Sequestrectomy, humerus",1,1,7702
8222,Excision hand muscle les,Excision of lesion of muscle of hand,1,1,8222
9654,Dental scaling & debride,"Dental scaling, polishing, and debridement",1,1,9654
7669,Facial bone repair NEC,Other facial bone repair,1,1,7669
4911,Anal fistulotomy,Anal fistulotomy,1,1,4911
6142,Scrotal fistula repair,Repair of scrotal fistula,1,1,6142
8155,Revise knee replace NOS,"Revision of knee replacement, not otherwise specified",1,1,8155
8182,Rep recur shlder disloc,Repair of recurrent dislocation of shoulder,1,1,8182
10,Implant chemothera agent,Implantation of chemotherapeutic agent,1,1,10
820,Remove eyelid lesion NOS,"Removal of lesion of eyelid, not otherwise specified",1,1,820
8046,Knee structure division,"Division of joint capsule, ligament, or cartilage, knee",1,1,8046
8033,Wrist joint biopsy,"Biopsy of joint structure, wrist",1,1,8033
9827,Removal FB from arm,"Removal of foreign body without incision from upper limb, except hand",1,1,9827
1459,Repair retina detach NEC,Other repair of retinal detachment,1,1,1459
9787,Remov trunk device NEC,Removal of other device from trunk,1,1,9787
8596,Remov breast tissu expan,Removal of breast tissue expander,1,1,8596
8525,Excision of nipple,Excision of nipple,1,1,8525
7982,Open reduc-elbow disloc,Open reduction of dislocation of elbow,1,1,7982
4663,Lg bowel-abd wall fixat,Fixation of large intestine to abdominal wall,1,1,4663
4974,Gracilis musc transplan,Gracilis muscle transplant for anal incontinence,1,1,4974
4695,Local sm bowel perfusion,Local perfusion of small intestine,1,1,4695
2932,Pharyngeal diverticulec,Pharyngeal diverticulectomy,1,1,2932
5299,Pancreatic operation NEC,Other operations on pancreas,1,1,5299
3720,Noninvas elect stimulatn,Noninvasive programmed electrical stimulation [NIPS],1,1,3720
8459,Insert othr spin device,Insertion of other spinal devices,1,1,8459
6998,Uterine support op NEC,Other operations on supporting structures of uterus,1,1,6998
2250,Sinusotomy NOS,"Sinusotomy, not otherwise specified",1,1,2250
4876,Proctopexy NEC,Other proctopexy,1,1,4876
5292,Cannulation pancrea duc,Cannulation of pancreatic duct,1,1,5292
7092,Cul-de-sac operation NEC,Other operations on cul-de-sac,1,1,7092
9752,Remov small bowel tube,Removal of tube from small intestine,1,1,9752
4291,Ligation esoph varix,Ligation of esophageal varices,1,1,4291
6071,Percut semin ves aspirat,Percutaneous aspiration of seminal vesicle,1,1,6071
8089,Destruct joint les NEC,"Other local excision or destruction of lesion of joint, other specified sites",1,1,8089
8670,Pedicle graft/flap NOS,"Pedicle or flap graft, not otherwise specified",1,1,8670
7611,Facial bone biopsy,Biopsy of facial bone,1,1,7611
3617,Abd-coron artery bypass,Abdominal-coronary artery bypass,1,1,3617
4552,Lg bowel segment isolat,Isolation of segment of large intestine,1,1,4552
9926,Inject tranquilizer,Injection of tranquilizer,1,1,9926
3392,Bronchial ligation,Ligation of bronchus,1,1,3392
7741,Chest cage bone biopsy,"Biopsy of bone, scapula, clavicle, and thorax [ribs and sternum]",1,1,7741
6869,Radical abd hyst NEC/NOS,Other and unspecified radical abdominal hysterectomy,1,1,6869
2122,Nasal biopsy,Biopsy of nose,1,1,2122
7778,Excis metatar/tar-graft,"Excision of bone for graft, tarsals and metatarsals",1,1,7778
1424,Chorioret les laser coag,Destruction of chorioretinal lesion by laser photocoagulation,1,1,1424
8734,Intrathor lymphangiogram,Intrathoracic lymphangiogram,1,1,8734
4193,Exc of accessory spleen,Excision of accessory spleen,1,1,4193
5779,Total cystectomy NEC,Other total cystectomy,1,1,5779
6012,Open prostatic biopsy,Open biopsy of prostate,1,1,6012
4829,Rect/perirect dx op NEC,"Other diagnostic procedures on rectum, rectosigmoid and perirectal tissue",1,1,4829
5759,Bladder les destruct NEC,Open excision or destruction of other lesion or tissue of bladder,1,1,5759
5999,Urinary system op NEC,Other operations on urinary system,1,1,5999
8804,Abdominal lymphangiogram,Abdominal lymphangiogram,1,1,8804
4269,Stern esophag anast NEC,Other antesternal anastomosis of esophagus,1,1,4269
6579,Repair of ovary NEC,Other repair of ovary,1,1,6579
7978,Cl reduc disloc-foot/toe,Closed reduction of dislocation of foot and toe,1,1,7978
1473,Anterior mechan vitrect,Mechanical vitrectomy by anterior approach,1,1,1473
5314,Opn bi dr ing hrn-gr NEC,Other and open bilateral repair of direct inguinal hernia with graft or prosthesis,1,1,5314
5909,Periren/ureter incis NEC,Other incision of perirenal or periureteral tissue,1,1,5909
2001,Myringotomy w intubation,Myringotomy with insertion of tube,1,1,2001
601,Thyroid field aspiration,Aspiration of thyroid field,1,1,601
9735,Remove dental prosthesis,Removal of dental prosthesis,1,1,9735
8219,Div soft tissue hand NEC,Other division of soft tissue of hand,1,1,8219
3222,Lung vol reduction surg,Lung volume reduction surgery,1,1,3222
4614,Delay opening colostomy,Delayed opening of colostomy,1,1,4614
3837,Abd vein resect & anast,"Resection of vessel with anastomosis, abdominal veins",1,1,3837
8571,Latiss dorsi myocut flap,Latissimus dorsi myocutaneous flap,1,1,8571
8174,Arthroplasty carpal wit,Arthroplasty of carpocarpal or carpometacarpal joint with implant,1,1,8174
9303,Prosthetic evaluation,Prosthetic evaluation,1,1,9303
6381,Suture vas & epidid lac,Suture of laceration of vas deferens and epididymis,1,1,6381
4851,Lap abdperneal resc rec,Laparoscopic abdominoperineal resection of the rectum,1,1,4851
2722,Uvula and soft palate bx,Biopsy of uvula and soft palate,1,1,2722
5298,Endosc dil pancreat duct,Endoscopic dilation of pancreatic duct,1,1,5298
4262,Stern esophagogastrostom,Antesternal esophagogastrostomy,1,1,4262
1631,Eye evisc w synch implan,Removal of ocular contents with synchronous implant into scleral shell,1,1,1631
9922,Inject anti-infect NEC,Injection of other anti-infective,1,1,9922
999,Lacrimal system op NEC,Other operations on lacrimal system,1,1,999
9614,Vaginal packing,Vaginal packing,1,1,9614
3710,Incision of heart NOS,"Incision of heart, not otherwise specified",1,1,3710
7074,Rep vaginoent fistul NEC,Repair of other vaginoenteric fistula,1,1,7074
5429,Abd region dx proc NEC,Other diagnostic procedures on abdominal region,1,1,5429
4391,Tot gast w intes interpo,Total gastrectomy with intestinal interposition,1,1,4391
8694,Ins/repl single pul gen,"Insertion or replacement of single array neurostimulator pulse generator, not specified as rechargeable",1,1,8694
4563,Total removal sm bowel,Total removal of small intestine,1,1,4563
7795,Tot ostectomy-femur,"Total ostectomy, femur",1,1,7795
1741,Open robotic assist proc,Open robotic assisted procedure,1,1,1741
433,Pyloromyotomy,Pyloromyotomy,1,1,433
4850,Abdperneal res rectm NOS,"Abdominoperineal resection of the rectum, not otherwise specified",1,1,4850
7033,Excision vaginal lesion,Excision or destruction of lesion of vagina,1,1,7033
9732,Remove nasal packing,Removal of nasal packing,1,1,9732
8840,Contrast arteriogram NOS,"Arteriography using contrast material, unspecified site",1,1,8840
7693,Clos reduct tm dislocat,Closed reduction of temporomandibular dislocation,1,1,7693
3173,Trachea fistula clos NEC,Closure of other fistula of trachea,1,1,3173
8858,Negatve-contr cardiogram,Negative-contrast cardiac roentgenography,1,1,8858
5295,Pancreatic repair NEC,Other repair of pancreas,1,1,5295
1149,Destruct cornea les NEC,Other removal or destruction of corneal lesion,1,1,1149
885,Lid lac rx-ful thic NEC,"Other repair of laceration of eyelid, full-thickness",1,1,885
4662,Small bowel fixation NEC,Other fixation of small intestine,1,1,4662
23,IVUS peripheral vessels,Intravascular imaging of peripheral vessels,1,1,23
3892,Umbilical vein cath,Umbilical vein catheterization,1,1,3892
9329,Forcib correct defor NEC,Other forcible correction of musculoskeletal deformity,1,1,9329
5731,Cystoscopy thru stoma,Cystoscopy through artificial stoma,1,1,5731
6993,Insertion of laminaria,Insertion of laminaria,1,1,6993
869,Lid reconstr w graft NEC,Other reconstruction of eyelid with flaps or grafts,1,1,869
1652,Orbit exent w bone remov,Exenteration of orbit with therapeutic removal of orbital bone,1,1,1652
8157,"Repl joint of foot, toe",Replacement of joint of foot and toe,1,1,8157
6309,Spermat cord/vas dx NEC,"Other diagnostic procedures on spermatic cord, epididymis, and vas deferens",1,1,6309
6299,Testicular operation NEC,Other operations on testes,1,1,6299
5219,Pancreatic dx proc NEC,Other diagnostic procedures on pancreas,1,1,5219
7709,Sequestrectomy NEC,"Sequestrectomy, other bones",1,1,7709
620,Incision of testes,Incision of testis,1,1,620
580,Urethrotomy,Urethrotomy,1,1,580
643,Amputation of penis,Amputation of penis,1,1,643
708,Vaginal vault obliterat,Obliteration of vaginal vault,1,1,708
5094,Hepatic injection NEC,Other injection of therapeutic substance into liver,1,1,5094
4464,Gastropexy,Gastropexy,1,1,4464
3598,Other heart septa ops,Other operations on septa of heart,1,1,3598
8860,Contrast phlebogram NOS,"Phlebography using contrast material, unspecified site",1,1,8860
7811,Appl ext fix-chest cage,"Application of external fixator device, scapula, clavicle, and thorax [ribs and sternum]",1,1,7811
8922,Cystometrogram,Cystometrogram,1,1,8922
